p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FOS	0.000108808381576022	0.182390421951114	0.931	0.911	1	0	FOS
ANKRD55	0.000109242332455998	2.41452113829587	0.02	0.004	1	0	ANKRD55
GCSAM	0.000130549253733438	1.15847098388116	0.059	0.028	1	0	GCSAM
ARHGAP15	0.00014105810683256	0.516276753705776	0.325	0.258	1	0	ARHGAP15
SNX20	0.000174818489350054	0.103477642884811	0.053	0.102	1	0	SNX20
TMEM30B	0.000182882708975736	2.53757581874359	0.017	0.003	1	0	TMEM30B
GLRX3	0.000198753423085988	0.198245212406416	0.083	0.142	1	0	GLRX3
RARRES3	0.000218015550654859	0.213653183494512	0.53	0.448	1	0	RARRES3
IFIT1	0.00022055097507707	0.265975284206551	0.046	0.092	1	0	IFIT1
TSC22D3	0.00022447901625584	0.22646870194671	0.779	0.738	1	0	TSC22D3
HAR1A	0.000232748310702942	2.32484989123488	0.016	0.003	1	0	HAR1A
SAMD10	0.000249948679753463	2.00931656786277	0.02	0.005	1	0	SAMD10
EPHA1-AS1	0.000280637540776441	1.53203042877205	0.03	0.01	1	0	EPHA1-AS1
TOPORS-AS1	0.000285971287143828	0.762032006654007	0.102	0.061	1	0	TOPORS-AS1
SIRPG	0.000294582160673032	0.889668683662961	0.086	0.05	1	0	SIRPG
CCDC66	0.000298153782801808	0.572510622862177	0.068	0.036	1	0	CCDC66
THEMIS	0.000299463017826368	0.898366720071238	0.082	0.046	1	0	THEMIS
PARP1	0.000308954917060041	0.597556428076896	0.076	0.129	1	0	PARP1
SLC38A1	0.000320796416211035	0.656847039044677	0.159	0.11	1	0	SLC38A1
EIF2S3	0.000325328909221278	0.437534364335361	0.253	0.196	1	0	EIF2S3
RP11-161M6.2	0.00033245714542753	2.60437053093469	0.013	0.002	1	0	RP11-161M6.2
ID3	0.000349373201033087	0.890234529998987	0.093	0.055	1	0	ID3
C1orf172	0.000355013281317357	3.0575219157701	0.01	0.001	1	0	C1orf172
CD28	0.000379553845442437	1.02168372074979	0.089	0.052	1	0	CD28
SEPT1	0.000379881986593075	0.666554508900829	0.274	0.217	1	0	SEPT1
CUTA	0.00038292892083295	0.361535111208079	0.466	0.419	1	0	CUTA
LINS	0.000389522452917614	1.12243644527876	0.076	0.042	1	0	LINS
PDK1	0.000410193151087243	1.27647353944008	0.042	0.018	1	0	PDK1
TRIM39	0.000416376910179773	1.11394316064651	0.08	0.046	1	0	TRIM39
C10orf35	0.000469674186311071	1.73475592337777	0.026	0.008	1	0	C10orf35
PRMT10	0.000487706377228956	0.798357142721021	0.121	0.078	1	0	PRMT10
AIMP1	0.000505758877578214	0.870685766717699	0.134	0.09	1	0	AIMP1
TMEM25	0.000506947898720278	2.08727862129047	0.02	0.005	1	0	TMEM25
COL18A1	0.000513998771226286	1.80497864900013	0.032	0.012	1	0	COL18A1
SMARCA4	0.000520245571096106	1.36797430499246	0.023	0.056	1	0	SMARCA4
SVIP	0.000555124647155041	0.47502139296483	0.17	0.119	1	0	SVIP
CITED4	0.000569376963495534	1.07949322956273	0.052	0.025	1	0	CITED4
CTD-2228K2.5	0.000580932436607666	1.47345336106685	0.05	0.024	1	0	CTD-2228K2.5
BEX4	0.000596128907746432	0.515985370734662	0.147	0.102	1	0	BEX4
FBXO32	0.000607190358513312	1.22184234617203	0.049	0.023	1	0	FBXO32
VAMP2	0.000628274067963282	0.233011207987492	0.486	0.44	1	0	VAMP2
GATA3	0.000631647565281139	0.961030850378898	0.108	0.068	1	0	GATA3
LSR	0.000663346904060113	0.989429614390926	0.06	0.031	1	0	LSR
KRT10	0.000674934097507029	0.275348209800622	0.286	0.227	1	0	KRT10
TTC39C	0.00074085311041119	0.85195799001352	0.165	0.122	1	0	TTC39C
SBDS	0.000759197988514189	0.362233896971107	0.246	0.191	1	0	SBDS
IL6ST	0.000762364853756501	1.5828947413947	0.047	0.023	1	0	IL6ST
MATN1-AS1	0.000763600142749486	1.42180395818078	0.022	0.006	1	0	MATN1-AS1
AKTIP	0.000771033055889343	0.499900026091029	0.086	0.051	1	0	AKTIP
CDC14A	0.00078452008933558	1.25962949557807	0.053	0.027	1	0	CDC14A
PNISR	0.000799257153510954	0.2262169836356	0.417	0.357	1	0	PNISR
MAGEH1	0.000865971646505998	1.83366320898594	0.079	0.047	1	0	MAGEH1
EEF2	0.000870887355100173	0.120340147240124	0.839	0.827	1	0	EEF2
IPCEF1	0.000899113147568358	1.0134495645979	0.06	0.032	1	0	IPCEF1
CDC42SE2	0.000901459682543041	0.386963305180128	0.273	0.217	1	0	CDC42SE2
PRKCH	0.00093213219579873	0.621196421820557	0.159	0.113	1	0	PRKCH
MYB	0.000944723587621458	2.70376946625053	0.013	0.002	1	0	MYB
RBM11	0.000952401674179337	2.45289455577464	0.013	0.002	1	0	RBM11
TNFRSF10D	0.00095548906152036	2.39338427026275	0.013	0.002	1	0	TNFRSF10D
CITED2	0.000962615636108875	0.446838728904867	0.266	0.213	1	0	CITED2
C6orf57	0.000963470540726037	2.27975947718218	0.017	0.004	1	0	C6orf57
ABCD4	0.000972353815640578	0.998239764421317	0.057	0.03	1	0	ABCD4
IFITM1	0.000985752088173421	0.196563784684289	0.527	0.456	1	0	IFITM1
TTC3	0.00102274517539065	0.434253250661646	0.154	0.11	1	0	TTC3
TM7SF2	0.00104640139078896	1.5611217953429	0.029	0.011	1	0	TM7SF2
CARHSP1	0.00104849641214959	0.120414854128493	0.085	0.134	1	0	CARHSP1
PHF1	0.00108392426133976	0.645810033419373	0.122	0.081	1	0	PHF1
CDC25B	0.00109133757156174	0.693215972791999	0.118	0.079	1	0	CDC25B
FAM159A	0.00110279849949788	0.899924356157681	0.08	0.048	1	0	FAM159A
TTPAL	0.00112097743936015	1.00313268179966	0.029	0.011	1	0	TTPAL
EIF3H	0.00112175986998859	0.140590546080818	0.662	0.622	1	0	EIF3H
MZT2A	0.0011222738988015	0.434302843787748	0.299	0.248	1	0	MZT2A
MLLT3	0.00114098636822989	1.25261939265178	0.049	0.024	1	0	MLLT3
CCNI	0.00115164741352928	0.295503646228041	0.654	0.615	1	0	CCNI
DDX18	0.00117687694205993	0.531212187459664	0.21	0.161	1	0	DDX18
RPS24	0.00120412308706452	0.112196925252019	0.961	0.954	1	0	RPS24
RPL36AL	0.00122213739559661	0.306917793115288	0.769	0.746	1	0	RPL36AL
TOMM20	0.00127081580858445	0.439345448157567	0.3	0.255	1	0	TOMM20
GAMT	0.00128504498120778	1.13774379653781	0.047	0.023	1	0	GAMT
RNF157	0.00129682570286977	1.48676892706459	0.032	0.013	1	0	RNF157
UBIAD1	0.00129706663714831	0.510239397732008	0.062	0.034	1	0	UBIAD1
EPHA1	0.00130600913733787	2.47638950922445	0.019	0.005	1	0	EPHA1
RP1-187B23.1	0.00133311315330759	2.25854033427184	0.019	0.005	1	0	RP1-187B23.1
RP11-119D9.1	0.00133772568606146	3.17825241527884	0.01	0.001	1	0	RP11-119D9.1
BIN1	0.00136655453397557	0.412230070063866	0.29	0.232	1	0	BIN1
SMIM12	0.00144575458141198	0.329684988795152	0.082	0.13	1	0	SMIM12
ASH1L	0.00144855105905339	0.995122301638918	0.08	0.049	1	0	ASH1L
RPL39	0.00145428367424376	0.498400104688179	0.309	0.26	1	0	RPL39
NDNL2	0.00145701958560293	0.895436212075916	0.201	0.154	1	0	NDNL2
ZNF274	0.00155133303841203	0.863472229486462	0.079	0.047	1	0	ZNF274
ANKH	0.00156866432821099	0.974308319207694	0.068	0.039	1	0	ANKH
LINC00954	0.00157596926967235	1.20956016796255	0.036	0.016	1	0	LINC00954
ZNF506	0.00158077573951958	1.2677019861773	0.039	0.018	1	0	ZNF506
ANKRD12	0.00161731691765558	0.338998658381798	0.328	0.278	1	0	ANKRD12
ARID4A	0.00164204501157019	0.547626238737992	0.075	0.12	1	0	ARID4A
NIPAL3	0.00164597025560436	1.10383001353262	0.083	0.052	1	0	NIPAL3
SON	0.00166565824447765	0.468243145558427	0.343	0.301	1	0	SON
RP11-223C24.1	0.00173970591951066	2.75781770091122	0.014	0.003	1	0	RP11-223C24.1
TTC1	0.00178485747627237	0.693866504630094	0.086	0.134	1	0	TTC1
RP11-817O13.8	0.00179667991749914	1.99028001440847	0.014	0.003	1	0	RP11-817O13.8
ABHD5	0.00180101927661917	1.31177817142725	0.009	0.03	1	0	ABHD5
MT-ND2	0.00182813133058181	0.227124752605397	0.909	0.89	1	0	MT-ND2
TIMM17A	0.00182994842625014	0.27261085392555	0.047	0.084	1	0	TIMM17A
ZNF681	0.00183984042273549	1.81560939773055	0.024	0.009	1	0	ZNF681
LETMD1	0.00200310507237159	0.74038933305278	0.116	0.08	1	0	LETMD1
STAMBPL1	0.00210768391750424	1.3916735287486	0.039	0.018	1	0	STAMBPL1
IL23A	0.00212279986456582	1.8090639958085	0.065	0.037	1	0	IL23A
UBASH3A	0.00213388248056191	0.904026150942095	0.06	0.034	1	0	UBASH3A
WNT7A	0.00213414683652293	2.00328693786509	0.022	0.007	1	0	WNT7A
DENND2D	0.0022358747647968	0.752458235939244	0.195	0.148	1	0	DENND2D
RPS17L	0.00230696858043098	0.981153298992996	0.057	0.032	1	0	RPS17L
ZNF780B	0.00232363235907845	1.33361328454052	0.022	0.007	1	0	ZNF780B
RBL2	0.00233110732264004	0.560533871894138	0.157	0.115	1	0	RBL2
RARS	0.00236558774038612	0.588644122515599	0.026	0.055	1	0	RARS
QSOX1	0.0023707718277394	0.486399030505464	0.017	0.042	1	0	QSOX1
XXbac-BPG299F13.17	0.00258547336070738	0.952110733207506	0.158	0.117	1	0	XXbac-BPG299F13.17
MOB1B	0.00264504304438136	2.13683721635202	0.016	0.004	1	0	MOB1B
MRPS21	0.00266174714142337	0.732565248954971	0.26	0.214	1	0	MRPS21
RGMB	0.00269505680124535	1.88419540310022	0.016	0.004	1	0	RGMB
NPM3	0.00278713362413548	0.732586112154578	0.086	0.055	1	0	NPM3
SF1	0.00282105983154784	0.404967898014282	0.339	0.293	1	0	SF1
NAP1L4	0.00283260004062306	0.524512676514165	0.162	0.122	1	0	NAP1L4
RELB	0.00284011776377879	0.818546684099882	0.026	0.054	1	0	RELB
RHPN1	0.00289550266493054	1.63210282157331	0.024	0.009	1	0	RHPN1
TTTY15	0.00292147559717879	1.3477354326872	0.034	0.016	1	0	TTTY15
NMRK1	0.00303441715206649	0.690168748615815	0.126	0.09	1	0	NMRK1
POLR1E	0.00306196714077794	1.1126632727628	0.046	0.024	1	0	POLR1E
RP11-660L16.2	0.00307453805747405	0.72073785342856	0.091	0.059	1	0	RP11-660L16.2
CLUAP1	0.0030824872815143	1.0346761865897	0.042	0.021	1	0	CLUAP1
C1orf228	0.00308387374737178	0.816168298937424	0.093	0.061	1	0	C1orf228
ROBO3	0.00308873643159809	2.87814757073318	0.011	0.002	1	0	ROBO3
CHD3	0.00310279124132126	0.892181202358927	0.069	0.041	1	0	CHD3
CENPK	0.00329020706424509	1.36699078287754	0.053	0.03	1	0	CENPK
APBB1	0.00350088648207481	0.955315561213967	0.052	0.028	1	0	APBB1
RPAP2	0.00355322914705648	1.11007924678338	0.047	0.025	1	0	RPAP2
TC2N	0.00362942421320562	0.743659173471013	0.132	0.095	1	0	TC2N
NFIC	0.00369093958174565	0.692067692576857	0.02	0.045	1	0	NFIC
DCAKD	0.00370617128822603	1.32877107166758	0.029	0.012	1	0	DCAKD
SERPINE2	0.0037412036453258	1.56457338401994	0.014	0.004	1	0	SERPINE2
OLFM2	0.00376882337408758	1.48812959114135	0.022	0.008	1	0	OLFM2
ADPRM	0.00379016997128632	0.607102978996255	0.062	0.036	1	0	ADPRM
MFNG	0.00381123106060099	0.60758321767869	0.2	0.16	1	0	MFNG
XXbac-BPG252P9.10	0.00403840131396503	1.90520225535797	0.01	0.002	1	0	XXbac-BPG252P9.10
RP11-143J12.2	0.0040771437599888	1.13885314571925	0.052	0.029	1	0	RP11-143J12.2
ADD3	0.00424396296288358	0.621569717971623	0.221	0.182	1	0	ADD3
SIT1	0.00434899633353325	0.586270055836337	0.174	0.134	1	0	SIT1
PIM1	0.00460027914053711	0.450414838771029	0.218	0.175	1	0	PIM1
ZFAS1	0.00465881109742916	0.306571044918578	0.503	0.483	1	0	ZFAS1
UBE2E1	0.00488563277905568	0.358623243098908	0.086	0.13	1	0	UBE2E1
SNURF	0.00512993353734393	1.75895307464304	0.016	0.005	1	0	SNURF
MYH3	0.00513916395961504	2.01965011819374	0.013	0.003	1	0	MYH3
HIVEP1	0.00515180237978513	1.71668164367769	0.02	0.007	1	0	HIVEP1
PDCD4-AS1	0.00519134494497608	1.3336858536333	0.042	0.022	1	0	PDCD4-AS1
SEC14L2	0.00526206723835708	1.94237252728083	0.013	0.003	1	0	SEC14L2
CAPN12	0.00557594932022279	0.617163950580926	0.016	0.037	1	0	CAPN12
FBXO21	0.00559733003187995	1.52042986029874	0.056	0.033	1	0	FBXO21
IMPDH2	0.00561062883490314	0.811584815463102	0.19	0.152	1	0	IMPDH2
ACSL6	0.00571796822186331	1.21809126448702	0.033	0.016	1	0	ACSL6
LY9	0.0057474642213314	0.456268542591916	0.119	0.085	1	0	LY9
LRBA	0.0060097873959943	0.582882790953627	0.075	0.047	1	0	LRBA
GRAP2	0.00604532941829726	0.165272832903651	0.139	0.102	1	0	GRAP2
MAN1C1	0.00624344679007385	1.82541575981143	0.017	0.006	1	0	MAN1C1
PDE9A	0.00626322738015686	1.78808232210553	0.017	0.006	1	0	PDE9A
FAIM3	0.00638242166499679	0.34801788312084	0.241	0.196	1	0	FAIM3
C1QBP	0.00639879772280541	0.247622931361798	0.395	0.361	1	0	C1QBP
GRAP	0.00646864553514787	0.270413805130907	0.047	0.026	1	0	GRAP
EPS8L2	0.0066965411840095	1.01501864194701	0.045	0.024	1	0	EPS8L2
ZSCAN18	0.00680913243157287	0.898424677061487	0.053	0.031	1	0	ZSCAN18
FAM201A	0.00705500373522068	2.26400843631435	0.011	0.003	1	0	FAM201A
MFAP3	0.00712734879670036	1.96548407771192	0.014	0.004	1	0	MFAP3
XXbac-BPGBPG55C20.2	0.00721017681534191	1.49821878045367	0.011	0.003	1	0	XXbac-BPGBPG55C20.2
CYP3A5	0.00724153805685165	1.76654706748793	0.019	0.007	1	0	CYP3A5
LYRM5	0.00737090869356777	0.938662026788494	0.098	0.068	1	0	LYRM5
C19orf52	0.00748245921638613	0.515262053264976	0.022	0.044	1	0	C19orf52
BEX5	0.00752660886583946	1.08531724957775	0.036	0.018	1	0	BEX5
HSBP1L1	0.00788782926931219	1.08125970325718	0.046	0.026	1	0	HSBP1L1
ETS1	0.00796592697073112	0.399464166987442	0.128	0.093	1	0	ETS1
CCSER2	0.00802525782058179	0.655577372669591	0.096	0.067	1	0	CCSER2
SLC39A8	0.00810214314602405	0.946800353455013	0.053	0.031	1	0	SLC39A8
UXS1	0.00851048282424856	0.567644215481832	0.102	0.071	1	0	UXS1
FRA10AC1	0.00858558369691474	0.880441509922496	0.078	0.051	1	0	FRA10AC1
VSIG1	0.00865571695569636	1.63264185449401	0.022	0.009	1	0	VSIG1
ZNF331	0.00869662052396905	0.45342507821652	0.162	0.125	1	0	ZNF331
RP11-53I6.3	0.00896686126580814	1.82406657592765	0.016	0.005	1	0	RP11-53I6.3
ZNF569	0.00896686126580814	1.54042979105756	0.016	0.005	1	0	ZNF569
C16orf54	0.00902719089670979	0.519996898538511	0.07	0.045	1	0	C16orf54
CLEC2D	0.00920524772964676	0.635516280110676	0.109	0.078	1	0	CLEC2D
ARHGEF1	0.00923769013989829	0.316626544449271	0.266	0.228	1	0	ARHGEF1
AARSD1	0.00926080442637604	1.31224931497369	0.039	0.021	1	0	AARSD1
HSPB1	0.0093248972475067	0.541329305533787	0.148	0.114	1	0	HSPB1
PCNP	0.00951057917175977	0.572849614473025	0.28	0.248	1	0	PCNP
SFXN2	0.00965556625735225	2.62147722577958	0.01	0.002	1	0	SFXN2
PPP1R2	0.00971798165257484	0.150874480015875	0.307	0.269	1	0	PPP1R2
SPEF2	0.00982461115340848	1.37618419817287	0.024	0.011	1	0	SPEF2
POMGNT2	0.00983554517230698	1.91183398295279	0.01	0.002	1	0	POMGNT2
ZNF133	0.00998015214281986	2.26719274957325	0.013	0.004	1	0	ZNF133
FHL1	0.00998760404962262	1.65595853132702	0.046	0.026	1	0	FHL1
S100A8	0	6.59271147886597	0.967	0.121	0	1	S100A8
LGALS2	0	5.39983132676226	0.9	0.059	0	1	LGALS2
FCN1	0	4.12246175622135	0.953	0.147	0	1	FCN1
S100A9	0	6.08537091408148	0.994	0.215	0	1	S100A9
CD14	4.40136598968197e-294	5.795209297065	0.66	0.029	6.03603331824986e-290	1	CD14
TYROBP	6.56632072544068e-291	3.27635197439402	0.994	0.264	9.00505224286935e-287	1	TYROBP
MS4A6A	5.35890839467945e-279	5.30050087783444	0.68	0.042	7.3492069724634e-275	1	MS4A6A
CST3	2.2675241882905e-275	3.21053557511982	0.992	0.266	3.1096826718216e-271	1	CST3
LYZ	9.72745368509084e-271	4.67183411228192	0.998	0.517	1.33402299837336e-266	1	LYZ
TYMP	2.2041197596543e-241	3.11783401716974	0.912	0.223	3.02272983838991e-237	1	TYMP
CFD	5.32637117388872e-238	3.15925337413968	0.784	0.105	7.30458542787098e-234	1	CFD
AIF1	7.4672105267999e-238	2.60312358548437	0.959	0.243	1.02405325164534e-233	1	AIF1
LST1	1.81813156186831e-237	2.36648705453992	0.959	0.221	2.4933856239462e-233	1	LST1
LGALS1	1.31101601372095e-234	2.78954416362477	0.98	0.363	1.79792736121691e-230	1	LGALS1
FTL	4.56118930384345e-221	2.65797446132769	1	0.985	6.2552150112909e-217	1	FTL
GPX1	5.67950130708414e-218	2.5761519534989	0.921	0.31	7.78886809253519e-214	1	GPX1
GRN	7.24967492632304e-215	3.59160692946558	0.747	0.127	9.94220419395942e-211	1	GRN
GSTP1	1.5669155870915e-214	2.88012456427525	0.935	0.353	2.14886803613729e-210	1	GSTP1
S100A6	1.88419009290393e-206	2.10488072270386	0.992	0.734	2.58397829340845e-202	1	S100A6
FTH1	2.43437357280233e-205	2.25042986110277	1	0.986	3.33849991774111e-201	1	FTH1
FCER1G	3.65595080946274e-200	2.07152667990384	0.937	0.228	5.0137709400972e-196	1	FCER1G
CTSS	5.47891966184229e-191	2.38830942355356	0.941	0.423	7.51379042425052e-187	1	CTSS
CD68	6.80843790605408e-191	3.00376004887407	0.711	0.11	9.33709174436257e-187	1	CD68
S100A4	1.27138629034282e-183	1.70733868579488	1	0.771	1.74357915857614e-179	1	S100A4
NPC2	1.62741549143484e-177	2.55317279897752	0.876	0.313	2.23183760495374e-173	1	NPC2
CEBPD	3.63301562333972e-177	3.23120654674868	0.682	0.121	4.9823176258481e-173	1	CEBPD
LGALS3	4.72234073148869e-177	3.1386551735405	0.713	0.141	6.47621807916359e-173	1	LGALS3
CDA	1.31848231119723e-172	3.6151001864389	0.544	0.057	1.80816664157588e-168	1	CDA
OAZ1	1.63787764698513e-172	1.47552590071584	0.994	0.888	2.24618540507541e-168	1	OAZ1
S100A11	8.07550241043695e-172	2.07543509031696	0.949	0.432	1.10747440056732e-167	1	S100A11
AP1S2	9.30129874699452e-170	2.93131869557303	0.756	0.195	1.27558011016283e-165	1	AP1S2
PSAP	3.887218161926e-169	2.16051437977209	0.914	0.414	5.33093098726532e-165	1	PSAP
SAT1	2.48021451091097e-168	2.07637260025374	0.965	0.504	3.40136618026331e-164	1	SAT1
SERPINA1	8.94845464214092e-165	2.55295744392727	0.717	0.139	1.22719106962321e-160	1	SERPINA1
CFP	5.06650450297197e-164	3.08038656047486	0.644	0.11	6.94820427537577e-160	1	CFP
NCF2	3.66401719556967e-162	3.59069044616889	0.58	0.083	5.02483318200425e-158	1	NCF2
CSF3R	2.03688892100547e-159	4.33146061606973	0.46	0.038	2.7933894662669e-155	1	CSF3R
COTL1	4.51230288979385e-157	1.79754101141546	0.965	0.55	6.18817218306329e-153	1	COTL1
BLVRB	4.13881405612856e-156	3.62476086551561	0.546	0.075	5.67596959657471e-152	1	BLVRB
NUP214	3.79013175404273e-152	3.71968720956763	0.513	0.063	5.1977866874942e-148	1	NUP214
IFI30	1.99388056513778e-150	2.90002007092487	0.556	0.076	2.73440780702995e-146	1	IFI30
ALDH2	3.74434400907897e-148	3.84736286845648	0.436	0.037	5.13499337405089e-144	1	ALDH2
CYBA	8.25454794934898e-148	1.37675501124639	0.99	0.811	1.13202870577372e-143	1	CYBA
ASGR1	1.02109072848606e-147	5.60687211257088	0.36	0.016	1.40032382504579e-143	1	ASGR1
GABARAP	1.39542838381077e-146	2.11247565904747	0.868	0.402	1.91369048555809e-142	1	GABARAP
FCGRT	1.00211407308501e-141	3.05364267230054	0.64	0.14	1.37429923982879e-137	1	FCGRT
FPR1	9.61127292324285e-140	4.04659018345731	0.42	0.038	1.31808996869352e-135	1	FPR1
FOLR3	5.80426478396744e-139	7.14944879598353	0.297	0.005	7.95996872473295e-135	1	FOLR3
PYCARD	2.26793966463755e-137	2.08614783656104	0.8	0.274	3.11025245608393e-133	1	PYCARD
SPI1	1.7373001821433e-135	2.5441683353104	0.623	0.12	2.38253346979132e-131	1	SPI1
TKT	3.53476054651995e-135	2.27836292217801	0.772	0.256	4.84757061349746e-131	1	TKT
BRI3	4.31307488687832e-132	2.75086256154311	0.593	0.116	5.91495089986492e-128	1	BRI3
RBP7	1.48292079057959e-131	5.0818683159144	0.318	0.013	2.03367757220086e-127	1	RBP7
SLC7A7	1.631988015597e-129	3.37817088743776	0.468	0.061	2.23810836458973e-125	1	SLC7A7
TSPO	4.43185342617566e-129	2.13802919072969	0.843	0.392	6.0778437886573e-125	1	TSPO
RAC1	2.30297571928373e-128	2.08092536607581	0.839	0.346	3.1583009014257e-124	1	RAC1
S100A12	1.3858493960397e-123	6.77296531285193	0.275	0.006	1.90055386172885e-119	1	S100A12
TNFSF13B	1.35702705096112e-121	3.39407541429223	0.501	0.085	1.86102689768808e-117	1	TNFSF13B
IFITM3	3.31752779114699e-118	2.2421040843502	0.611	0.135	4.54965761277898e-114	1	IFITM3
RNF130	3.70546522656267e-116	2.98507289188368	0.521	0.101	5.08167501170805e-112	1	RNF130
VCAN	5.62025927084765e-116	3.86739267547715	0.369	0.035	7.70762356404047e-112	1	VCAN
IGSF6	8.10874078285315e-116	3.70261865265259	0.393	0.044	1.11203271096048e-111	1	IGSF6
PLBD1	1.03462024200332e-115	4.50075888160515	0.346	0.029	1.41887819988335e-111	1	PLBD1
MNDA	1.07723129803482e-115	3.39512372092061	0.43	0.058	1.47731500212495e-111	1	MNDA
APOBEC3A	3.78239830121936e-111	3.40494027347359	0.42	0.058	5.18718103029223e-107	1	APOBEC3A
GAPDH	3.01126028367256e-110	1.30843262558165	0.959	0.816	4.12964235302854e-106	1	GAPDH
BST1	1.40817661855286e-109	4.39856244556875	0.31	0.021	1.93117341468339e-105	1	BST1
TALDO1	5.16302022384488e-109	1.87558627512873	0.737	0.283	7.08056593498087e-105	1	TALDO1
NEAT1	8.44695960570674e-103	1.4904419301816	0.916	0.575	1.15841604032662e-98	1	NEAT1
CTSB	3.7275078611209e-102	2.7777348975296	0.53	0.125	5.1119042807412e-98	1	CTSB
IFI6	3.83445069678214e-102	1.92769486868448	0.77	0.319	5.25856568556702e-98	1	IFI6
CTSH	8.92697600699908e-102	2.67043826801766	0.499	0.105	1.22424548959985e-97	1	CTSH
FCGR1A	2.50300183586373e-100	6.23356326488629	0.222	0.005	3.43261671770352e-96	1	FCGR1A
CPVL	1.04715713487784e-99	3.46576889197616	0.383	0.055	1.43607129477147e-95	1	CPVL
ODF3B	2.69884805640306e-99	3.33087618879885	0.393	0.058	3.70120022455116e-95	1	ODF3B
SMCO4	8.93477768264078e-95	3.52121990074808	0.358	0.048	1.22531541139736e-90	1	SMCO4
AP2S1	2.49373160613519e-94	1.98720353530492	0.697	0.275	3.4199035246538e-90	1	AP2S1
LILRA5	4.5635520765299e-91	2.84089546839562	0.383	0.06	6.25845531775311e-87	1	LILRA5
QPCT	9.28583413381323e-91	5.3606437469614	0.224	0.009	1.27345929311115e-86	1	QPCT
TMEM176B	1.36378691944374e-90	3.90288965522233	0.265	0.019	1.87029738132515e-86	1	TMEM176B
TGFBI	5.09102072753137e-89	3.23989676868762	0.352	0.051	6.98182582573653e-85	1	TGFBI
SH3BGRL3	6.9587826462548e-89	0.915475417318163	0.974	0.831	9.54327452107383e-85	1	SH3BGRL3
HLA-DRA	2.36079333728966e-86	0.842715666879644	0.939	0.471	3.23759198275904e-82	1	HLA-DRA
CD33	5.01339256070954e-84	3.87643296193802	0.275	0.027	6.87536655775707e-80	1	CD33
CD36	2.00019012442256e-83	4.22541736527865	0.234	0.015	2.74306073663309e-79	1	CD36
ARPC1B	3.8455060722208e-82	1.22156931232358	0.921	0.703	5.2737270274436e-78	1	ARPC1B
IL8	4.62741040439288e-80	4.2469868038727	0.277	0.031	6.34603062858439e-76	1	IL8
RAB32	5.83467631291078e-80	3.62943345416911	0.297	0.038	8.00167509552585e-76	1	RAB32
C1orf162	1.0478617300992e-79	1.60949829862052	0.727	0.306	1.43703757665804e-75	1	C1orf162
RGS2	2.69004201592495e-79	2.01066550323612	0.599	0.204	3.68912362063947e-75	1	RGS2
ANXA2	3.24115716250525e-79	1.59850080114835	0.756	0.363	4.4449229326597e-75	1	ANXA2
CAPG	3.95169041191011e-79	2.11981158525772	0.536	0.162	5.41934823089353e-75	1	CAPG
TMSB10	1.14594584538167e-78	0.574088291694071	1	0.991	1.57155013235642e-74	1	TMSB10
SRGN	2.0701640357275e-78	1.22078131134572	0.874	0.536	2.83902295859669e-74	1	SRGN
PLAUR	2.85825098432496e-78	3.00466469327547	0.363	0.066	3.91980539990325e-74	1	PLAUR
LY86	4.85288754364116e-78	2.14412931870979	0.487	0.123	6.65524997734949e-74	1	LY86
AGTRAP	9.81647235708176e-76	2.58467281282486	0.413	0.093	1.34623101905019e-71	1	AGTRAP
VSTM1	1.05959773934338e-75	4.15416971761391	0.236	0.02	1.45313233973551e-71	1	VSTM1
CEBPB	8.84030129001978e-75	1.58586960457097	0.656	0.249	1.21235891891331e-70	1	CEBPB
ATP6V0B	1.01649883085683e-74	2.09106982558476	0.652	0.268	1.39402649663706e-70	1	ATP6V0B
